7.309877589615262572e+00,5.618563079613156930e+00,1.597702450891218318e+00,6.984463530902805140e+00,7.894249850146056957e+00,4.018303155907513080e+00,6.756909077555025789e+00,8.014281745608206720e+00,4.676869952203685621e+00,7.935135396648504091e+00,7.722762513155973174e+00,8.456721030272202455e+00,7.936469525788968582e+00,5.907571010178060966e+00,6.944685694499537654e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.769275607242516202e+00,6.385996666802631339e+00,2.178734541814708159e+00,6.962551434975167375e+00,7.527947601314624926e+00,3.907561428089131983e+00,7.260048642370215966e+00,8.851759974354568072e+00,5.535406171397121433e+00,7.865284202454732920e+00,7.547993935578738878e+00,8.603308364193614111e+00,8.317270587700381412e+00,7.726292168541251115e+00,7.336206337887936968e+00,2.613618401620358078e+00,0.000000000000000000e+00
7.230035418965346850e+00,6.494708564647799776e+00,1.232824497858648893e+00,8.888418471447860014e+00,7.844711265516675525e+00,7.797414383987465669e+00,6.799713771697975417e+00,8.604495092782473264e+00,4.466918025981357232e+00,7.491646174677862646e+00,7.701017466879063633e+00,8.906629975083383499e+00,7.403250779008321736e+00,5.424924069321138909e+00,7.293331382295343168e+00,3.713182939657731829e+00,0.000000000000000000e+00
7.612986539231610728e+00,6.161105500337739294e+00,6.746692884320320438e+00,7.709666528105135086e+00,7.222584031473313182e+00,4.596551959506093965e+00,7.501798814079708499e+00,8.970674697183225632e+00,4.731536908949419029e+00,7.500220040440702007e+00,8.379083020187042763e+00,9.265213070225431835e+00,8.218111043316413955e+00,7.202886877580700897e+00,8.213414593734919222e+00,2.711736588107956702e+00,1.000000000000000000e+00
8.157128081518072449e+00,7.566898070788685260e+00,8.500048972882565224e+00,7.527353162995463975e+00,8.337149397248520444e+00,8.050440986341882876e+00,6.674030785592633741e+00,1.004798378802268033e+01,4.732006160085051150e+00,7.307696034909911376e+00,9.081136540287856107e+00,9.524566696861532122e+00,8.168625053068044650e+00,7.720679022344895337e+00,8.307120582500322925e+00,6.709433253685896048e+00,1.000000000000000000e+00
7.454440525465129141e+00,6.464110109267598325e+00,8.880727901919511780e+00,8.197649853355498450e+00,7.963561557736156260e+00,4.466238404028717746e+00,6.819375228524040544e+00,9.747274563455144758e+00,3.816684917348110329e+00,7.584946260002705998e+00,8.442177512797648831e+00,8.561992625189621009e+00,8.349034683413853131e+00,7.766591608232459087e+00,8.035953858918045256e+00,2.371519718364477392e+00,1.000000000000000000e+00
8.274237524955415424e+00,7.537611465735678529e+00,7.068345186070567721e+00,6.883315742200455389e+00,7.490705418289390849e+00,9.501711697196647322e+00,7.915658918993235815e+00,9.492552465562571484e+00,5.866997649594902775e+00,8.332233040893640919e+00,9.322544433496519289e+00,9.707985795809879193e+00,8.324107706378988780e+00,6.906903165246834675e+00,8.211433676010653215e+00,5.137450617096855687e+00,1.000000000000000000e+00
6.171175093270786505e+00,7.539339187194383562e+00,2.378693332246503811e+00,7.961380110906866037e+00,6.275297607870209404e+00,9.983616817744970007e+00,1.039031516813341760e+01,9.292255880274128188e+00,4.760011555497365876e+00,8.349003890722180188e+00,5.779475254677736373e+00,9.003029648008045172e+00,8.274725450914925062e+00,6.685254763827751745e+00,8.355757942754889811e+00,2.089016159000125050e+00,0.000000000000000000e+00
7.582924705970980561e+00,6.167861808299074156e+00,9.255351390038587311e+00,7.893237914646284104e+00,7.354191728333852041e+00,6.490261498917235805e+00,7.859553214606164850e+00,9.562490718138613843e+00,2.179221913601027794e+00,8.069344999768373938e+00,8.945808383261644181e+00,9.568606516201716872e+00,8.357401659901004365e+00,7.151140278309583209e+00,7.762777050969313919e+00,1.016211737809152194e+00,1.000000000000000000e+00
7.220958308162214401e+00,6.330603068786417431e+00,3.585149851506642449e+00,7.928593085250333239e+00,8.409463075048764225e+00,6.237456081807003727e+00,7.242783122370060056e+00,9.225425808626612323e+00,5.186676309122478123e+00,7.639835250359722885e+00,8.134863207280421449e+00,8.772329847348286691e+00,7.801818025178333116e+00,6.974783776991704265e+00,7.105710177587162057e+00,1.665242641272409507e+00,0.000000000000000000e+00
7.237482655797738751e+00,5.741923572927324138e+00,2.149116611861876081e+00,7.790353441406928425e+00,8.546013833147364736e+00,5.369581856136641740e+00,7.360892612204784413e+00,9.177813655422880856e+00,5.114545747046705060e+00,7.428608511317197127e+00,7.332975347472227234e+00,8.203406145579419828e+00,7.902569033185292469e+00,6.357429242540155734e+00,6.993797475585773249e+00,4.488976072002793138e+00,0.000000000000000000e+00
6.689170503822808200e+00,5.622715068345737421e+00,3.131423392878089906e+00,9.193165071734268778e+00,9.017890867268679500e+00,4.463583005933831949e+00,6.798289893501613612e+00,8.633613754485626401e+00,3.802194676191080980e+00,8.092341317048878935e+00,6.183106373418605806e+00,8.437569545773845547e+00,7.737403530393942575e+00,6.903535492252519390e+00,7.188173565975396251e+00,1.565215694803067770e+00,0.000000000000000000e+00
8.100853960057111891e+00,7.332632762958011696e+00,8.977386425376009171e+00,7.044802992070927417e+00,7.851386179937806631e+00,9.133837397956879656e+00,7.114201170239881300e+00,9.108112538985263740e+00,4.281530917417364357e+00,8.041311542317137295e+00,9.225247403757432352e+00,9.468616017883395131e+00,8.372158242937926431e+00,7.648999267511271682e+00,8.295310923812653670e+00,6.256256596223474631e+00,1.000000000000000000e+00
