0.000000000000000000e+00,8.586806950277340311e-01,4.306682731089600757e+00,1.776913756820841073e+00,9.119307476917872801e-01,2.613683531564671370e+00,3.536546289270831589e-01,1.257173519586901166e-03,2.093072819135050888e-01,5.406122401993723012e-06,2.058430597277644214e+00,5.214585150768034083e-01,3.157734791550988959e-06,1.846036639047430872e-01,2.661424791447022237e-02,3.861222885112449266e+00,0.000000000000000000e+00
1.847292427419928319e-07,0.000000000000000000e+00,3.434587790169130628e+00,1.767110557071264410e+00,8.445902565110162337e-06,4.619484210065548879e+00,4.157524256975052079e-09,5.200229114737860711e-05,1.577686972756946748e-01,1.930453717633469804e-08,2.409706757786971298e+00,3.713952268770390444e-06,4.346226416551022141e-06,5.370423317579391398e-01,9.393950907947618667e-08,1.520425056002523867e+00,0.000000000000000000e+00
2.780432906061767234e-08,3.567321960004513269e-08,0.000000000000000000e+00,1.624393370484024482e-07,4.953746131149551289e-08,4.322708692497345129e-01,5.076761717748432946e-09,1.472398094534995761e-08,2.055517318289847929e-09,1.682232992717023586e-09,1.988271907664812375e-08,3.882039794992030263e-08,5.753708333235170483e-08,6.895132627273307763e-10,1.922311807065850647e-08,1.733395296858834200e+00,1.445275044435546663e+00
1.646674376616947319e-08,1.629379692309833036e-08,3.785899682088071039e+00,0.000000000000000000e+00,4.354180286845127463e-07,3.047362133609816670e+00,9.033471757336577414e-08,3.945842410683741494e-08,8.817049520240414218e-01,1.311552225547690431e-07,1.717811342882538783e+00,7.334231496516888062e-08,1.470802893546346601e-06,9.152160177842209865e-02,6.301963836057451568e-07,5.528962872367509718e+00,0.000000000000000000e+00
5.073700490884571218e-07,2.503897664491042119e-01,4.366018235894773447e+00,1.277704460838693823e+00,0.000000000000000000e+00,3.990689387908390895e+00,1.134394641045776323e-08,6.601046555542502781e-07,2.380119786883700073e+00,4.946438487612979498e-08,2.623742531214243279e+00,9.302670141035357215e-08,1.856397625038623631e-07,2.488505479864202563e-01,4.058852679882328157e-06,5.697261072838116114e+00,3.796340258783998528e-02
3.643017976849624772e-08,1.255078083879857506e-07,9.763202554873079761e-07,1.495752916844053853e-07,2.635039109632804432e-08,0.000000000000000000e+00,2.402562361005066994e-08,1.837527860631497496e-08,4.282541036677276074e-07,8.668361230143895447e-08,6.478413813515745141e-08,1.282084997162787005e-08,3.289521834746100670e-09,1.098296718366855886e-08,3.366978332375065282e-10,4.915226268441073465e+00,2.219208249404660827e-01
2.637246696445906426e-06,9.698332273033141160e-01,4.081422814084916695e+00,1.632041627624236657e-01,2.765235328006649063e+00,3.295126154465386037e+00,0.000000000000000000e+00,2.205184337921864150e-05,1.635549726625098732e-01,4.050520896580580950e-06,1.852351545438012836e+00,1.813759314257900896e-06,1.778724890312491510e-05,2.559658021629692137e-01,8.827930514258605752e-05,3.979576168737831043e+00,0.000000000000000000e+00
2.056366031913748943e-04,6.998410229542245675e-02,2.442694458707378669e+00,8.409810840093764339e-01,7.902752452066946764e-01,2.007152485217925442e+00,8.684872611402434661e-02,0.000000000000000000e+00,2.248558468843470770e+00,2.075386647191155025e-05,3.266746944866056879e+00,6.243035612679646738e-06,3.748904479136482698e-02,7.079471495695539573e-01,3.541612419844181782e-06,3.118060543401283358e+00,0.000000000000000000e+00
4.940315171464536455e-08,1.942080249046255874e-06,2.636291901892236833e+00,1.761971490277400696e-06,1.430288374986998004e-07,1.288688739182872300e+00,1.520018540811012209e-08,4.864851336579600372e-08,0.000000000000000000e+00,2.915107458042405751e-07,7.841453158611372264e-08,7.306077750564753437e-08,2.606465502263940861e-08,2.386575952357203277e-07,1.836881156637576330e-08,3.480266225052069728e+00,5.938708384868422036e-02
1.635317184117204281e-01,1.405916752712037754e+00,3.696318394378708572e+00,1.868358797859535347e-01,1.767671975243675142e+00,4.645022134081513876e+00,8.530824553670263155e-02,9.307009590390168119e-02,1.272576415922373583e+00,0.000000000000000000e+00,2.969594049675678527e+00,5.326125925905655922e-02,5.244853505045155018e-01,4.542244917288709161e-01,1.525082077216543819e-01,2.639461116538916574e+00,1.729753661209515181e-01
