2.518516985972606981e-01,4.117647058823529771e-01,3.414730353996060092e-02,2.200014915355349987e-02,4.338686622382909724e-02,2.807154461849899977e-03,4.250797024442300349e-03,7.270916334661361446e-01,2.513412315825501731e-01
3.641122191418049159e-01,6.078431372549019107e-01,3.729592173970509850e-02,1.762071920174679979e-02,3.623980492726810304e-02,1.873969457486700067e-03,1.466524973432523082e-01,6.354581673306771705e-01,4.665980758842230847e-01
2.654308216438394097e-01,5.490196078431371918e-01,3.604460441699509909e-02,2.054003641692939836e-02,4.347094929790629864e-02,1.784750882579900100e-03,6.493092454835283078e-01,2.499999999999981959e-01,3.828870808780169832e-01
1.345636611908800906e-01,7.058823529411764053e-01,2.939683510541729952e-02,2.915715637699710025e-02,1.084671655595719972e-02,1.653068857816000032e-03,7.013815090329469926e-02,8.715139442231070177e-01,1.185582739864989993e-01
3.106853698569674860e-01,4.705882352941175850e-01,2.462097727354770060e-02,2.093610186990929947e-02,1.810588861795450061e-02,8.209075203959000436e-04,5.579171094580228640e-01,1.912350597609542013e-01,9.175240514472103870e-01
1.426394118701810876e-01,1.000000000000000000e+00,2.590224072972429833e-02,2.339846371839799863e-02,6.025953642198400052e-03,1.097900401745800000e-03,5.642933049946865509e-01,2.051792828685242986e-01,2.164960144494249006e-01
3.838705673025198939e-01,2.941176470588234837e-01,3.648288894610819677e-02,1.666568344050490050e-02,3.122284817399589851e-02,2.796948341264099934e-03,5.356004250797021804e-01,2.270916334661360891e-01,4.783506047397743099e-01
3.743120784540903134e-01,7.058823529411764053e-01,3.532648633516460163e-02,1.897814461753079968e-02,2.216990386501859964e-02,1.322173010094999978e-03,1.732199787460153018e-01,5.896414342629476835e-01,6.637106651106594590e-01
4.025737576033434073e-01,2.156862745098039047e-01,4.074178613222059764e-02,2.161561264822129888e-02,9.322010146024270472e-02,1.801123581137600025e-03,5.462274176408072890e-01,2.450199203187234942e-01,6.694838371800528876e-01
2.356381291292533875e-01,8.431372549019607865e-01,3.259151746111259990e-02,1.976284584980229908e-02,1.037024580285320075e-02,1.699769718127699947e-03,1.413390010626990878e-01,5.996015936254970313e-01,5.167009620578884022e-01
1.954042013213611040e-01,8.039215686274508998e-01,2.724751951697250082e-02,2.240441435447889859e-02,1.838616553154509906e-02,1.193111903477199909e-03,5.111583421891605639e-01,2.390438247011950068e-01,4.595877955142452786e-01
1.449152425483785922e-01,3.921568627450979783e-01,3.681832616311309786e-02,2.266282866471900151e-02,2.404775918607579901e-02,1.953305480021000178e-03,4.718384697130710848e-01,4.123505976095617753e-01,1.591766631890177974e-01
4.851657218521120141e-02,1.000000000000000000e+00,3.357670579562310048e-02,2.528219919524260159e-02,2.704672216149549974e-02,1.782171334200700029e-03,1.689691817215729919e-01,7.021912350597609986e-01,1.329912041599828065e-01
1.367636308464710015e-01,3.725490196078430905e-01,3.850792955022890041e-02,2.600374453921359963e-02,8.043947420051000136e-03,1.197565028680799967e-03,5.600425079702446851e-01,2.051792828685242986e-01,2.525783398831344950e-01
2.746306947490378958e-01,6.274509803921568540e-01,3.812825641511979891e-02,2.105172710087640023e-02,1.171557498808819923e-02,1.897906874720199904e-03,1.710945802337938970e-01,6.384462151394423302e-01,4.228869159302435787e-01
